avg_box: 0.000276970554198 , has_month: False , has_week: False , has_year: False , heigth: 0.048090523338 , label: 0 , mid_box: 0.00016973125884 , num_alpha: 0 , num_box: 11 , num_int: 0 , num_special: 0 , var_box: 1.08722950033e-07 , width: 0.234 
avg_box: 0.000645544554455 , has_month: False , has_week: False , has_year: False , heigth: 0.045261669024 , label: 0 , mid_box: 0.000475247524752 , num_alpha: 2 , num_box: 5 , num_int: 1 , num_special: 8 , var_box: 1.63256983609e-07 , width: 0.184 
avg_box: 0.000387553041018 , has_month: False , has_week: False , has_year: False , heigth: 0.0523338048091 , label: 0 , mid_box: 0.000387553041018 , num_alpha: 0 , num_box: 2 , num_int: 0 , num_special: 0 , var_box: 4.26448787534e-08 , width: 0.142 
avg_box: 0.000434357721486 , has_month: False , has_week: False , has_year: False , heigth: 0.035360678925 , label: 0 , mid_box: 0.000280056577086 , num_alpha: 7 , num_box: 11 , num_int: 12 , num_special: 6 , var_box: 4.50250355773e-08 , width: 0.382 
avg_box: 0.000399811409712 , has_month: False , has_week: False , has_year: False , heigth: 0.038189533239 , label: 0 , mid_box: 0.000373408769448 , num_alpha: 8 , num_box: 3 , num_int: 0 , num_special: 0 , var_box: 1.82953029593e-08 , width: 0.16 
avg_box: 0.0012927864215 , has_month: False , has_week: False , has_year: False , heigth: 0.0777934936351 , label: 0 , mid_box: 0.00112022630835 , num_alpha: 0 , num_box: 3 , num_int: 0 , num_special: 0 , var_box: 4.55855001544e-07 , width: 0.184 
avg_box: 0.00155763790665 , has_month: False , has_week: False , has_year: False , heigth: 0.137199434229 , label: 0 , mid_box: 0.000806223479491 , num_alpha: 4 , num_box: 8 , num_int: 0 , num_special: 2 , var_box: 2.24824084373e-06 , width: 0.198 
avg_box: 0.00115677510608 , has_month: False , has_week: False , has_year: False , heigth: 0.149929278642 , label: 0 , mid_box: 0.000407355021216 , num_alpha: 9 , num_box: 25 , num_int: 0 , num_special: 8 , var_box: 1.10288918133e-06 , width: 0.328 
avg_box: 0.00161323903819 , has_month: False , has_week: False , has_year: False , heigth: 0.12729844413 , label: 2 , mid_box: 0.000763790664781 , num_alpha: 0 , num_box: 25 , num_int: 0 , num_special: 0 , var_box: 7.35290635052e-06 , width: 0.646 
avg_box: 0.00296059810063 , has_month: False , has_week: False , has_year: False , heigth: 0.299858557284 , label: 1 , mid_box: 0.000964639321075 , num_alpha: 0 , num_box: 28 , num_int: 0 , num_special: 9 , var_box: 2.30504277598e-05 , width: 1.002 
avg_box: 0.000413012729844 , has_month: False , has_week: False , has_year: False , heigth: 0.0551626591231 , label: 0 , mid_box: 0.000413012729844 , num_alpha: 0 , num_box: 2 , num_int: 0 , num_special: 0 , var_box: 5.9185874134e-08 , width: 0.124 
avg_box: 0.000322489391796 , has_month: False , has_week: False , has_year: False , heigth: 0.0608203677511 , label: 0 , mid_box: 0.000305516265912 , num_alpha: 0 , num_box: 3 , num_int: 0 , num_special: 0 , var_box: 2.13184381683e-08 , width: 0.138 
avg_box: 0.000435997171146 , has_month: False , has_week: False , has_year: False , heigth: 0.0579915134371 , label: 0 , mid_box: 0.000380480905233 , num_alpha: 1 , num_box: 8 , num_int: 0 , num_special: 4 , var_box: 1.00717291622e-07 , width: 0.28 
avg_box: 0.000557284299859 , has_month: False , has_week: False , has_year: False , heigth: 0.0608203677511 , label: 0 , mid_box: 0.000644978783593 , num_alpha: 0 , num_box: 6 , num_int: 0 , num_special: 0 , var_box: 8.22274993715e-08 , width: 0.22 
avg_box: 0.000902404526167 , has_month: False , has_week: False , has_year: False , heigth: 0.0806223479491 , label: 0 , mid_box: 0.000902404526167 , num_alpha: 0 , num_box: 2 , num_int: 0 , num_special: 0 , var_box: 2.23179400179e-07 , width: 0.124 
avg_box: 0.000560113154173 , has_month: False , has_week: False , has_year: False , heigth: 0.0523338048091 , label: 0 , mid_box: 0.000560113154173 , num_alpha: 0 , num_box: 1 , num_int: 0 , num_special: 0 , var_box: 0.0 , width: 0.124 
avg_box: 0.000445544554455 , has_month: False , has_week: False , has_year: False , heigth: 0.045261669024 , label: 0 , mid_box: 0.00043847241867 , num_alpha: 0 , num_box: 4 , num_int: 0 , num_special: 0 , var_box: 1.98039808022e-08 , width: 0.124 
avg_box: 0.000677039132485 , has_month: False , has_week: False , has_year: False , heigth: 0.0650636492221 , label: 0 , mid_box: 0.00045261669024 , num_alpha: 0 , num_box: 3 , num_int: 0 , num_special: 0 , var_box: 3.09860689039e-07 , width: 0.188 
avg_box: 0.000977369165488 , has_month: False , has_week: False , has_year: False , heigth: 0.123055162659 , label: 0 , mid_box: 0.000574257425743 , num_alpha: 5 , num_box: 14 , num_int: 0 , num_special: 8 , var_box: 3.75434381183e-06 , width: 0.336 
avg_box: 0.000135785007072 , has_month: False , has_week: False , has_year: False , heigth: 0.048090523338 , label: 0 , mid_box: 0.000135785007072 , num_alpha: 0 , num_box: 1 , num_int: 0 , num_special: 0 , var_box: 0.0 , width: 0.114 
