avg_box: 2.99781513434e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0483675937122 , label: 0 , mid_box: 3.07030853019e-05 , num_alpha: 58 , num_box: 78 , num_int: 1 , num_special: 19 , var_box: 3.15398816819e-10 , width: 0.173508252222 
avg_box: 2.55302828869e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0616686819831 , label: 0 , mid_box: 2.76327767717e-05 , num_alpha: 30 , num_box: 46 , num_int: 5 , num_special: 9 , var_box: 1.66571096944e-10 , width: 0.0681337283115 
avg_box: 2.27440414632e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0320435308343 , label: 0 , mid_box: 1.79101330928e-05 , num_alpha: 23 , num_box: 28 , num_int: 0 , num_special: 7 , var_box: 1.38513742154e-10 , width: 0.0681337283115 
avg_box: 2.38872846527e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0320435308343 , label: 0 , mid_box: 1.94452873579e-05 , num_alpha: 29 , num_box: 36 , num_int: 0 , num_special: 9 , var_box: 1.08946950372e-10 , width: 0.0867541261109 
avg_box: 3.03237080984e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0423216444982 , label: 0 , mid_box: 3.07030853019e-05 , num_alpha: 16 , num_box: 29 , num_int: 5 , num_special: 11 , var_box: 2.46783459611e-10 , width: 0.0660177740161 
avg_box: 3.74577640683e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0683192261185 , label: 0 , mid_box: 3.68437023622e-05 , num_alpha: 0 , num_box: 5 , num_int: 0 , num_special: 0 , var_box: 5.2790049035e-12 , width: 0.0753279729158 
avg_box: 0.000592569546326 , has_month: False , has_week: False , has_year: False , heigth: 0.0876662636034 , label: 0 , mid_box: 0.000108484234733 , num_alpha: 0 , num_box: 5 , num_int: 0 , num_special: 0 , var_box: 4.24442756499e-07 , width: 0.116377486246 
avg_box: 0.000216072962812 , has_month: False , has_week: False , has_year: False , heigth: 0.0483675937122 , label: 0 , mid_box: 0.000157353312172 , num_alpha: 0 , num_box: 4 , num_int: 0 , num_special: 0 , var_box: 2.94568179028e-08 , width: 0.0774439272112 
avg_box: 8.54569207569e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0616686819831 , label: 0 , mid_box: 8.54569207569e-05 , num_alpha: 0 , num_box: 2 , num_int: 0 , num_special: 0 , var_box: 1.8039218641e-09 , width: 0.0753279729158 
avg_box: 7.79090789535e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0846432889964 , label: 0 , mid_box: 9.13416787731e-05 , num_alpha: 0 , num_box: 4 , num_int: 0 , num_special: 0 , var_box: 1.34729514097e-09 , width: 0.0660177740161 
avg_box: 0.000411147208355 , has_month: False , has_week: False , has_year: False , heigth: 0.081015719468 , label: 0 , mid_box: 0.000180764414715 , num_alpha: 0 , num_box: 14 , num_int: 0 , num_special: 0 , var_box: 2.301620931e-07 , width: 0.102835378756 
avg_box: 0.000348394731828 , has_month: False , has_week: False , has_year: False , heigth: 0.0683192261185 , label: 0 , mid_box: 0.000193429437402 , num_alpha: 0 , num_box: 9 , num_int: 0 , num_special: 0 , var_box: 1.44175780426e-07 , width: 0.098180279306 
