avg_box: 0.000821988235107 , has_month: False , has_week: False , has_year: False , heigth: 0.0486935866983 , label: 0 , mid_box: 0.000821988235107 , num_alpha: 0 , num_box: 2 , num_int: 0 , num_special: 0 , var_box: 5.58400544342e-09 , width: 0.114093959732 
avg_box: 0.000370208772449 , has_month: False , has_week: False , has_year: False , heigth: 0.041567695962 , label: 0 , mid_box: 0.000310861005277 , num_alpha: 13 , num_box: 23 , num_int: 11 , num_special: 8 , var_box: 9.35942609441e-08 , width: 0.506711409396 
avg_box: 0.000304142033844 , has_month: False , has_week: True , has_year: True , heigth: 0.0748218527316 , label: 2 , mid_box: 0.000284955921504 , num_alpha: 29 , num_box: 78 , num_int: 13 , num_special: 18 , var_box: 1.55324121064e-07 , width: 0.686241610738 
avg_box: 0.000278807022498 , has_month: False , has_week: False , has_year: False , heigth: 0.0486935866983 , label: 0 , mid_box: 0.000284955921504 , num_alpha: 43 , num_box: 35 , num_int: 4 , num_special: 23 , var_box: 1.72487686441e-08 , width: 0.575503355705 
avg_box: 0.000519279179269 , has_month: False , has_week: False , has_year: False , heigth: 0.0546318289786 , label: 0 , mid_box: 0.000549984855489 , num_alpha: 17 , num_box: 22 , num_int: 0 , num_special: 3 , var_box: 1.09046952386e-07 , width: 0.51677852349 
avg_box: 0.0 , has_month: False , has_week: False , has_year: False , heigth: 0.0676959619952 , label: 0 , mid_box: 0.0 , num_alpha: 0 , num_box: 1 , num_int: 0 , num_special: 0 , var_box: 0.0 , width: 0.13255033557 
avg_box: 0.0 , has_month: False , has_week: False , has_year: False , heigth: 0.0451306413302 , label: 0 , mid_box: 0.0 , num_alpha: 0 , num_box: 1 , num_int: 0 , num_special: 0 , var_box: 0.0 , width: 0.109060402685 
avg_box: 0.0 , has_month: False , has_week: False , has_year: False , heigth: 0.0451306413302 , label: 0 , mid_box: 0.0 , num_alpha: 0 , num_box: 1 , num_int: 0 , num_special: 0 , var_box: 0.0 , width: 0.114093959732 
avg_box: 0.00647826364202 , has_month: False , has_week: False , has_year: False , heigth: 0.16270783848 , label: 0 , mid_box: 0.00641449728196 , num_alpha: 0 , num_box: 3 , num_int: 0 , num_special: 0 , var_box: 1.72604040401e-06 , width: 0.293624161074 
avg_box: 0.000301893860894 , has_month: False , has_week: False , has_year: False , heigth: 0.0581947743468 , label: 0 , mid_box: 0.000301893860894 , num_alpha: 0 , num_box: 2 , num_int: 0 , num_special: 0 , var_box: 8.5859667698e-09 , width: 0.142617449664 
avg_box: 0.0 , has_month: False , has_week: False , has_year: False , heigth: 0.0902612826603 , label: 0 , mid_box: 0.0 , num_alpha: 0 , num_box: 1 , num_int: 0 , num_special: 0 , var_box: 0.0 , width: 0.145973154362 
avg_box: 0.0208471161664 , has_month: False , has_week: False , has_year: False , heigth: 0.328978622328 , label: 0 , mid_box: 0.018552025379 , num_alpha: 0 , num_box: 4 , num_int: 0 , num_special: 0 , var_box: 0.000213123276224 , width: 0.73322147651 
avg_box: 0.000817006488227 , has_month: False , has_week: False , has_year: False , heigth: 0.0546318289786 , label: 0 , mid_box: 0.000962473497107 , num_alpha: 9 , num_box: 11 , num_int: 0 , num_special: 1 , var_box: 1.69738604059e-07 , width: 0.345637583893 
avg_box: 0.00385321515301 , has_month: False , has_week: False , has_year: False , heigth: 0.149643705463 , label: 0 , mid_box: 0.00343740534681 , num_alpha: 0 , num_box: 3 , num_int: 0 , num_special: 0 , var_box: 3.20858397726e-06 , width: 0.253355704698 
avg_box: 0.0 , has_month: False , has_week: False , has_year: False , heigth: 0.0510688836105 , label: 0 , mid_box: 0.0 , num_alpha: 0 , num_box: 1 , num_int: 0 , num_special: 0 , var_box: 0.0 , width: 0.142617449664 
avg_box: 0.000764924589033 , has_month: False , has_week: False , has_year: False , heigth: 0.0546318289786 , label: 1 , mid_box: 0.000916641425816 , num_alpha: 17 , num_box: 22 , num_int: 0 , num_special: 6 , var_box: 1.48515970414e-07 , width: 0.654362416107 
avg_box: 0.000805382412175 , has_month: False , has_week: False , has_year: False , heigth: 0.114014251781 , label: 1 , mid_box: 0.00087678745078 , num_alpha: 40 , num_box: 54 , num_int: 0 , num_special: 23 , var_box: 3.46259995287e-07 , width: 0.830536912752 
avg_box: 0.000678394363054 , has_month: False , has_week: False , has_year: False , heigth: 0.061757719715 , label: 1 , mid_box: 0.000824977283234 , num_alpha: 18 , num_box: 25 , num_int: 0 , num_special: 3 , var_box: 1.78184378369e-07 , width: 0.645973154362 
