avg_box: 6.36062175398e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0451306413302 , label: 0 , mid_box: 5.83353775645e-05 , num_alpha: 34 , num_box: 35 , num_int: 0 , num_special: 8 , var_box: 5.56359557618e-10 , width: 0.239294710327 
avg_box: 7.33698732945e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0320665083135 , label: 0 , mid_box: 5.83353775645e-05 , num_alpha: 9 , num_box: 13 , num_int: 8 , num_special: 7 , var_box: 1.69946568757e-09 , width: 0.142737195634 
avg_box: 6.77197989826e-05 , has_month: True , has_week: False , has_year: False , heigth: 0.192399049881 , label: 0 , mid_box: 6.58142721241e-05 , num_alpha: 356 , num_box: 376 , num_int: 0 , num_special: 99 , var_box: 6.37219642013e-10 , width: 0.43408900084 
avg_box: 0.000251872549 , has_month: False , has_week: False , has_year: False , heigth: 0.0647268408551 , label: 0 , mid_box: 8.32650260964e-05 , num_alpha: 0 , num_box: 6 , num_int: 0 , num_special: 0 , var_box: 1.45277100493e-07 , width: 0.124265323258 
avg_box: 0.000132740790106 , has_month: False , has_week: False , has_year: False , heigth: 0.130047505938 , label: 0 , mid_box: 3.49015079446e-05 , num_alpha: 0 , num_box: 13 , num_int: 0 , num_special: 0 , var_box: 5.12263992459e-08 , width: 0.32241813602 
avg_box: 0.000244721161588 , has_month: False , has_week: False , has_year: False , heigth: 0.0682897862233 , label: 0 , mid_box: 3.49015079446e-05 , num_alpha: 0 , num_box: 17 , num_int: 0 , num_special: 0 , var_box: 1.18036369646e-07 , width: 0.133501259446 
avg_box: 0.000253534525569 , has_month: False , has_week: False , has_year: False , heigth: 0.0748218527316 , label: 0 , mid_box: 0.000197442816372 , num_alpha: 0 , num_box: 4 , num_int: 0 , num_special: 0 , var_box: 5.77601044871e-08 , width: 0.109991603694 
avg_box: 0.000116613225171 , has_month: False , has_week: False , has_year: False , heigth: 0.0581947743468 , label: 0 , mid_box: 0.000127141207512 , num_alpha: 29 , num_box: 52 , num_int: 3 , num_special: 24 , var_box: 5.21235394409e-09 , width: 0.406381192275 
avg_box: 0.000137459914209 , has_month: True , has_week: False , has_year: False , heigth: 0.0385985748219 , label: 2 , mid_box: 0.000151572263074 , num_alpha: 15 , num_box: 23 , num_int: 8 , num_special: 18 , var_box: 5.96652599399e-09 , width: 0.272040302267 
avg_box: 0.00119484244035 , has_month: False , has_week: False , has_year: False , heigth: 0.0581947743468 , label: 1 , mid_box: 0.00144467313242 , num_alpha: 5 , num_box: 14 , num_int: 3 , num_special: 3 , var_box: 3.46821872312e-07 , width: 0.471032745592 
avg_box: 0.000564947675701 , has_month: True , has_week: False , has_year: True , heigth: 0.323040380048 , label: 1 , mid_box: 0.000197442816372 , num_alpha: 81 , num_box: 143 , num_int: 18 , num_special: 30 , var_box: 4.17511976967e-07 , width: 0.775818639798 
avg_box: 9.81515876482e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0581947743468 , label: 0 , mid_box: 8.22678401551e-05 , num_alpha: 22 , num_box: 21 , num_int: 0 , num_special: 4 , var_box: 3.52491743075e-09 , width: 0.137699412259 
avg_box: 4.29787140689e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0712589073634 , label: 0 , mid_box: 3.8391658739e-05 , num_alpha: 0 , num_box: 5 , num_int: 0 , num_special: 0 , var_box: 1.05941224049e-10 , width: 0.11502938707 
