avg_box: 0.00018820754717 , has_month: False , has_week: False , has_year: False , heigth: 0.038679245283 , label: 0 , mid_box: 0.000135849056604 , num_alpha: 12 , num_box: 8 , num_int: 0 , num_special: 3 , var_box: 1.33906639373e-08 , width: 0.109333333333 
avg_box: 9.97538966366e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0452830188679 , label: 0 , mid_box: 7.54716981132e-05 , num_alpha: 17 , num_box: 23 , num_int: 1 , num_special: 12 , var_box: 4.33478103097e-09 , width: 0.169333333333 
avg_box: 0.000374213836478 , has_month: False , has_week: False , has_year: False , heigth: 0.0452830188679 , label: 0 , mid_box: 0.000352830188679 , num_alpha: 5 , num_box: 4 , num_int: 0 , num_special: 0 , var_box: 3.62378861596e-08 , width: 0.118666666667 
avg_box: 0.000164528301887 , has_month: False , has_week: False , has_year: False , heigth: 0.0584905660377 , label: 0 , mid_box: 0.000125786163522 , num_alpha: 58 , num_box: 45 , num_int: 2 , num_special: 31 , var_box: 1.17935981787e-08 , width: 0.424 
avg_box: 0.000131935709294 , has_month: False , has_week: False , has_year: False , heigth: 0.0320754716981 , label: 0 , mid_box: 0.000124528301887 , num_alpha: 9 , num_box: 9 , num_int: 0 , num_special: 1 , var_box: 1.23393306152e-09 , width: 0.128 
avg_box: 9.23742138365e-05 , has_month: False , has_week: False , has_year: False , heigth: 0.0349056603774 , label: 0 , mid_box: 9.81132075472e-05 , num_alpha: 44 , num_box: 32 , num_int: 1 , num_special: 13 , var_box: 8.66652575056e-10 , width: 0.350666666667 
avg_box: 0.000111089043363 , has_month: False , has_week: False , has_year: False , heigth: 0.0320754716981 , label: 0 , mid_box: 0.000110691823899 , num_alpha: 20 , num_box: 19 , num_int: 0 , num_special: 6 , var_box: 1.94013854908e-09 , width: 0.202666666667 
avg_box: 0.000121290290881 , has_month: False , has_week: False , has_year: False , heigth: 0.11320754717 , label: 0 , mid_box: 0.000124528301887 , num_alpha: 261 , num_box: 256 , num_int: 3 , num_special: 63 , var_box: 1.3762966126e-09 , width: 0.632 
avg_box: 0.000124859318107 , has_month: False , has_week: False , has_year: False , heigth: 0.0518867924528 , label: 0 , mid_box: 0.00011320754717 , num_alpha: 17 , num_box: 19 , num_int: 2 , num_special: 12 , var_box: 7.76258784777e-10 , width: 0.128 
avg_box: 0.000265408805031 , has_month: False , has_week: False , has_year: False , heigth: 0.0452830188679 , label: 0 , mid_box: 0.00024213836478 , num_alpha: 9 , num_box: 10 , num_int: 0 , num_special: 0 , var_box: 2.58717614018e-08 , width: 0.146666666667 
avg_box: 0.000119576901086 , has_month: False , has_week: False , has_year: False , heigth: 0.0547169811321 , label: 0 , mid_box: 0.000124528301887 , num_alpha: 107 , num_box: 110 , num_int: 1 , num_special: 21 , var_box: 7.65282652735e-10 , width: 0.632 
avg_box: 0.000101372212693 , has_month: False , has_week: False , has_year: False , heigth: 0.0518867924528 , label: 0 , mid_box: 0.000100628930818 , num_alpha: 22 , num_box: 22 , num_int: 0 , num_special: 6 , var_box: 9.04834617576e-10 , width: 0.137333333333 
avg_box: 0.000120088790233 , has_month: False , has_week: False , has_year: False , heigth: 0.0320754716981 , label: 0 , mid_box: 0.000124528301887 , num_alpha: 17 , num_box: 17 , num_int: 0 , num_special: 4 , var_box: 9.50840579567e-10 , width: 0.197333333333 
avg_box: 0.000128769928331 , has_month: False , has_week: False , has_year: False , heigth: 0.0518867924528 , label: 0 , mid_box: 0.00011320754717 , num_alpha: 47 , num_box: 43 , num_int: 1 , num_special: 31 , var_box: 2.73105352624e-09 , width: 0.272 
avg_box: 0.000146918238994 , has_month: False , has_week: False , has_year: False , heigth: 0.0349056603774 , label: 0 , mid_box: 0.000150943396226 , num_alpha: 52 , num_box: 50 , num_int: 0 , num_special: 20 , var_box: 1.46006882639e-09 , width: 0.637333333333 
avg_box: 0.000201635220126 , has_month: False , has_week: False , has_year: False , heigth: 0.0481132075472 , label: 0 , mid_box: 0.000171698113208 , num_alpha: 9 , num_box: 10 , num_int: 0 , num_special: 2 , var_box: 1.96356315019e-08 , width: 0.146666666667 
